College,Program Proposal Id,Course Proposal Id,Program Control Number,Program Status,Course Control Number,Course Status,Course Id,Course Title,Course TOP Code,Course Classification Code
Cabrillo,360256,49224,32067,Active,CCC000378140,Active,HIST4B,Survey of Western Civilization-1648 to Late 20th Century,220500,Y
Cabrillo,360256,49584,32067,Active,CCC000367754,Active,HIST2B,World History From 1500 to Present,220500,Y
Cabrillo,360256,387781,32067,Active,CCC000528151,Active,ANTHR2H,Honors Introduction to Anthropology: Cultural,220200,Y
Cabrillo,374432,46512,32544,Approved,CCC000363659,Active,CEM155,Blueprint Reading,095700,Y
Cabrillo,374432,46529,32544,Approved,CCC000528100,Active,CEM162BS,Building Science for Construction Technology,095700,Y
Cabrillo,374432,46829,32544,Approved,CCC000508271,Active,CEM161,Construction Business and Related Topics,095700,Y
Cabrillo,374432,46830,32544,Approved,CCC000508269,Active,CEM154,Construction Estimating,095700,Y
Cabrillo,374432,46833,32544,Approved,CCC000373710,Active,CEM151,Construction Fundamentals: Principles and Practices,095700,Y
Cabrillo,374432,46834,32544,Approved,CCC000379837,Active,CEM151L,Construction Fundamentals: Principles and Practices Lab,095700,Y
Cabrillo,374432,46835,32544,Approved,CCC000377658,Active,CEM157,Construction Law,095700,Y
Cabrillo,374432,46837,32544,Approved,CCC000508270,Active,CEM160,Construction Management,095700,Y
Cabrillo,374432,46842,32544,Approved,CCC000353843,Active,CEM159,Construction Planning and Scheduling,095700,Y
Cabrillo,374432,47449,32544,Approved,CCC000355220,Active,CEM163,Fundamentals of Renewable Energy Systems,095700,Y
Cabrillo,374432,47451,32544,Approved,CCC000350507,Active,CEM177,Fundamentals of Residential Framing,095700,Y
Cabrillo,374432,47532,32544,Approved,CCC000528105,Active,CEM162LD,Green Building and LEED,095700,Y
Cabrillo,374432,47607,32544,Approved,CCC000528103,Active,CEM162HR,Home Energy Rating System,095700,Y
Cabrillo,374432,48603,32544,Approved,CCC000528146,Active,CEM162PS,Passive Solar Design and Construction,095700,Y
Cabrillo,374432,48850,32544,Approved,CCC000446092,Active,CEM178A,"Residential Construction Skills 1: ""Front End""",095700,Y
Cabrillo,374432,48851,32544,Approved,CCC000446093,Active,CEM178B,"Residential Construction Skills 2: ""Finish End""",095700,Y
Cabrillo,374432,49004,32544,Approved,CCC000459177,Active,CEM162SP,Solar Photovoltaic Design and Installation,095700,Y
Cabrillo,374432,49010,32544,Approved,CCC000528147,Active,CEM162ST,Solar Thermal Design and Installation,095700,Y
Cabrillo,374432,49229,32544,Approved,CCC000367200,Active,CEM162,"Sustainable Buildings, Home Performance, and the Environment",095700,Y
Cabrillo,374432,49563,32544,Approved,CCC000355188,Active,CEM199C,Career Work Experience Education,095700,Y
Cabrillo,374432,438788,32544,Approved,CCC000352823,Active,ETECH24,Introduction to AutoCAD,092400,Y
Cabrillo,374432,452698,32544,Approved,CCC000371761,Active,ETECH61,Architecture/Green Design: Planning and Construction,092400,Y
Cabrillo,374432,454120,32544,Approved,CCC000345941,Active,ETECH60,Architecture/Green Design: Principles and Practices,092400,Y
Cabrillo,374432,454121,32544,Approved,CCC000360044,Active,ETECH62,Architecture/Green Design: Implementation using AutoCAD,092400,Y
Cabrillo,374432,422857,32544,Approved,CCC000562955,Active,CEM166A,Fundamentals of the 2015 International Building Code I Structural,095700,Y
Cabrillo,374432,422860,32544,Approved,CCC000562952,Active,CEM168A,Fundamentals of the 2015 Uniform Plumbing Code,095700,Y
Cabrillo,374432,422856,32544,Approved,CCC000562951,Active,CEM164C,Fundamentals of the 2013 California Residential Code,095700,Y
Cabrillo,374432,452276,32544,Approved,CCC000562518,Active,CEM175C,2014 National Electrical Code (NEC) Commercial,095700,Y
Cabrillo,374432,425540,32544,Approved,CCC000562517,Active,CEM175R,2014 National Electrical Code (NEC) Residential,095700,Y
Cabrillo,374432,467110,32544,Approved,CCC000593638,Active,DMCP401,Foundation Course,493011,J
Cabrillo,374432,422858,32544,Approved,CCC000562954,Active,CEM167A,Fundamentals of the 2012 Int'l Building Code II Non-Structural,095700,Y
Cabrillo,374432,454160,32544,Approved,CCC000562953,Active,CEM169A,Fundamentals of the 2015 Uniform Mechanical Code,095700,Y
Cabrillo,374432,422839,32544,Approved,CCC000562516,Active,CEM165E,2013 California Energy Code,095700,Y
Cabrillo,376551,46190,32352,Active,CCC000378025,Active,SPAN5A,Advanced Grammar and Composition,110500,Y
Cabrillo,376551,46219,32352,Active,CCC000365952,Active,SPAN10B,Advanced Spanish Conversation,110500,Y
Cabrillo,376551,46728,32352,Active,CCC000370539,Active,HIST21B,Chicano History Since 1865,220500,Y
Cabrillo,376551,46729,32352,Active,CCC000382410,Active,HIST21A,Chicano History to 1865,220500,Y
Cabrillo,376551,47597,32352,Active,CCC000352935,Active,HIST16C,History of Mexico ,220500,Y
Cabrillo,376551,47609,32352,Active,CCC000504160,Active,HIST21BH,Honors Chicano History Since 1865,220500,Y
Cabrillo,376551,47610,32352,Active,CCC000504159,Active,HIST21AH,Honors Chicano History to 1865,220500,Y
Cabrillo,376551,47940,32352,Active,CCC000377715,Active,SPAN10A,Intermediate Spanish Conversation,110500,Y
Cabrillo,376551,48205,32352,Active,CCC000446236,Active,HIST16B,Latin America Since 1825,220500,Y
Cabrillo,376551,48206,32352,Active,CCC000446235,Active,HIST16A,Latin America to 1825,220500,Y
Cabrillo,376551,48349,32352,Active,CCC000354183,Active,SPAN30B,Mexican Civilization and Culture,110500,Y
Cabrillo,376551,361344,32352,Active,CCC000543606,Active,SPAN1,Elementary Spanish I,110500,Y
Cabrillo,376551,361346,32352,Active,CCC000543607,Active,SPAN2,Elementary Spanish II,110500,Y
Cabrillo,376551,361348,32352,Active,CCC000543608,Active,SPAN3,Intermediate Spanish I,110500,Y
Cabrillo,376551,361349,32352,Active,CCC000543609,Active,SPAN4,Intermediate Spanish II,110500,Y
Cabrillo,376551,439622,32352,Active,CCC000374756,Active,SPAN16,Elementary Spanish for Spanish Speakers I,110500,Y
Cabrillo,376551,452092,32352,Active,CCC000362881,Active,SPAN17,Elementary Spanish for Spanish Speakers,110500,Y
Cabrillo,376551,452093,32352,Active,CCC000354475,Active,SPAN25,Spanish Through Literature-Spain,110500,Y
Cabrillo,376551,452094,32352,Active,CCC000380051,Active,SPAN26,Spanish Through Literature-Â­Latin America,110500,Y
Cabrillo,376476,46190,32499,Active,CCC000378025,Active,SPAN5A,Advanced Grammar and Composition,110500,Y
Cabrillo,376476,46219,32499,Active,CCC000365952,Active,SPAN10B,Advanced Spanish Conversation,110500,Y
Cabrillo,376476,47269,32499,Active,CCC000360472,Active,PHILO10,Ethics,150900,Y
Cabrillo,376476,47425,32499,Active,CCC000380321,Active,FR10,French Conversation,110200,Y
Cabrillo,376476,47516,32499,Active,CCC000359218,Inactive,GRMN10,German Conversation,110300,Y
Cabrillo,376476,47598,32499,Active,CCC000381465,Active,PHILO6,History of Philosophy: Ancient and Medieval,150900,Y
Cabrillo,376476,47599,32499,Active,CCC000369627,Active,PHILO7,History of Philosophy: Modern,150900,Y
Cabrillo,376476,47620,32499,Active,CCC000504171,Active,PHILO10H,Honors Ethics,150900,Y
Cabrillo,376476,47628,32499,Active,CCC000459211,Active,HIST4AH,Honors Survey of Western Civilization to 1648,220500,Y
Cabrillo,376476,47629,32499,Active,CCC000459212,Active,HIST4BH,Honors Survey of Western Civilization-1648 to Late 20th Century,220500,Y
Cabrillo,376476,47939,32499,Active,CCC000380987,Inactive,SPAN4,Intermediate Spanish,110500,Y
Cabrillo,376476,47940,32499,Active,CCC000377715,Active,SPAN10A,Intermediate Spanish Conversation,110500,Y
Cabrillo,376476,47996,32499,Active,CCC000382180,Active,PHILO49,Introduction to Critical Thinking,150900,Y
Cabrillo,376476,48061,32499,Active,CCC000366945,Active,ECON1B,Introduction to Microeconomics,220400,Y
Cabrillo,376476,48075,32499,Active,CCC000367478,Active,PHILO4,Introduction to Philosophy,150900,Y
Cabrillo,376476,48132,32499,Active,CCC000348212,Active,ITAL10,Italian Conversation,110400,Y
Cabrillo,376476,48349,32499,Active,CCC000354183,Active,SPAN30B,Mexican Civilization and Culture,110500,Y
Cabrillo,376476,48443,32499,Active,CCC000350496,Active,PHILO14,Non-Western Philosophical Traditions,150900,Y
Cabrillo,376476,48606,32499,Active,CCC000376395,Active,PHILO15,Patterns in Comparative Religions,150900,Y
Cabrillo,376476,48631,32499,Active,CCC000345589,Active,PHILO9,Philosophy of Mind,150900,Y
Cabrillo,376476,48632,32499,Active,CCC000357698,Active,PHILO8,Philosophy of Religion,150900,Y
Cabrillo,376476,49022,32499,Active,CCC000345622,Active,SPAN6A,Spanish Through Film--Latin America,110500,Y
Cabrillo,376476,49023,32499,Active,CCC000371658,Active,SPAN6B,Spanish Through Film--Spain,110500,Y
Cabrillo,376476,49223,32499,Active,CCC000352639,Active,HIST4A,Survey of Western Civilization to 1648,220500,Y
Cabrillo,376476,49224,32499,Active,CCC000378140,Active,HIST4B,Survey of Western Civilization-1648 to Late 20th Century,220500,Y
Cabrillo,376476,49584,32499,Active,CCC000367754,Active,HIST2B,World History From 1500 to Present,220500,Y
Cabrillo,376476,49585,32499,Active,CCC000379665,Active,HIST2A,World History to 1500,220500,Y
Cabrillo,376476,352312,32499,Active,CCC000541990,Active,PHILO12,Symbolic Logic,150900,Y
Cabrillo,376476,361232,32499,Active,CCC000543568,Inactive,CHIN1,Elementary Chinese I,110700,Y
Cabrillo,376476,361236,32499,Active,CCC000543569,Inactive,CHIN2,Elementary Chinese II,110700,Y
Cabrillo,376476,361266,32499,Active,CCC000543587,Active,FR1,Elementary French I,110200,Y
Cabrillo,376476,361268,32499,Active,CCC000543588,Active,FR2,Elementary French II,110200,Y
Cabrillo,376476,361285,32499,Active,CCC000543594,Active,ITAL2,Elementary Italian II,110400,Y
Cabrillo,376476,361270,32499,Active,CCC000543589,Active,FR3,Intermediate French I,110200,Y
Cabrillo,376476,361273,32499,Active,CCC000543590,Inactive,FR4,Intermediate French II,110200,Y
Cabrillo,376476,361275,32499,Active,CCC000543591,Active,GRMN1,Elementary German I,110300,Y
Cabrillo,376476,361276,32499,Active,CCC000543592,Active,GRMN2,Elementary German II,110300,Y
Cabrillo,376476,361282,32499,Active,CCC000543593,Active,ITAL1,Elementary Italian I,110400,Y
Cabrillo,376476,361289,32499,Active,CCC000543595,Active,ITAL3,Intermediate Italian I,110400,Y
Cabrillo,376476,361305,32499,Active,CCC000543597,Active,JAPAN2,Elementary Japanese II,110800,Y
Cabrillo,376476,361306,32499,Active,CCC000543596,Active,JAPAN1,Elementary Japanese I,110800,Y
Cabrillo,376476,361344,32499,Active,CCC000543606,Active,SPAN1,Elementary Spanish I,110500,Y
Cabrillo,376476,361346,32499,Active,CCC000543607,Active,SPAN2,Elementary Spanish II,110500,Y
Cabrillo,376476,361348,32499,Active,CCC000543608,Active,SPAN3,Intermediate Spanish I,110500,Y
Cabrillo,376476,393564,32499,Active,CCC000364480,Active,PHILO16," Clones, Drones, the 99% and Other Moral Conundrums for the 21st Century",150900,Y
Cabrillo,376476,439622,32499,Active,CCC000374756,Active,SPAN16,Elementary Spanish for Spanish Speakers I,110500,Y
Cabrillo,376476,452092,32499,Active,CCC000362881,Active,SPAN17,Elementary Spanish for Spanish Speakers,110500,Y
Cabrillo,376476,452093,32499,Active,CCC000354475,Active,SPAN25,Spanish Through Literature-Spain,110500,Y
Cabrillo,376476,452094,32499,Active,CCC000380051,Active,SPAN26,Spanish Through Literature-Â­Latin America,110500,Y
Cabrillo,386646,46283,33673,Active,CCC000349029,Active,TA9,Appreciation of Theatre Arts,100700,Y
Cabrillo,386646,46284,33673,Active,CCC000356673,Active,AH10,Appreciation/Introduction to the Visual Arts,100200,Y
Cabrillo,386646,46780,33673,Active,CCC000349762,Approved,ENGL1A,College Composition,150100,Y
Cabrillo,386646,46781,33673,Active,CCC000349557,Approved,ENGL1AMC,College Composition: Multicultural Emphasis,150100,Y
Cabrillo,386646,46737,33673,Active,CCC000524762,Active,ECE31,Child Growth and Development,130500,Y
Cabrillo,386646,46795,33673,Active,CCC000375630,Active,COMM10,Communication Process,150600,Y
Cabrillo,386646,46806,33673,Active,CCC000375367,Active,ENGL1B,Composition and Literature,150100,Y
Cabrillo,386646,46807,33673,Active,CCC000381523,Active,ENGL1BMC,Composition and Literature: Multicultural Emphasis,150100,Y
Cabrillo,386646,46821,33673,Active,CCC000365480,Active,CHEM10,Concepts of Chemistry,190500,Y
Cabrillo,386646,46856,33673,Active,CCC000380366,Active,AH77,Correlation of the Arts,100200,Y
Cabrillo,386646,46857,33673,Active,CCC000357847,Active,MUS77,Correlation of the Arts,100400,Y
Cabrillo,386646,47030,33673,Active,CCC000358807,Active,ART2A,Drawing and Composition,100200,Y
Cabrillo,386646,47191,33673,Active,CCC000359715,Inactive,EDUC80,Education in a Changing World,080100,Y
Cabrillo,386646,47503,33673,Active,CCC000366243,Active,BIO11A,General Biology,040100,Y
Cabrillo,386646,47611,33673,Active,CCC000459196,Active,ENGL1AH,Honors College Composition,150100,Y
Cabrillo,386646,47612,33673,Active,CCC000459197,Active,ENGL1AMCH,Honors College Composition: Multicultural Emphasis,150100,Y
Cabrillo,386646,47623,33673,Active,CCC000459229,Active,PS1H,Honors Introduction to Government,220700,Y
Cabrillo,386646,47630,33673,Active,CCC000504157,Active,HIST17BH,Honors United States History Since 1865,220500,Y
Cabrillo,386646,47631,33673,Active,CCC000459208,Active,HIST17AH,Honors United States History to 1865,220500,Y
Cabrillo,386646,47990,33673,Active,CCC000362817,Active,CS1,Introduction to Computers and Computer Technology,070600,Y
Cabrillo,386646,47996,33673,Active,CCC000382180,Active,PHILO49,Introduction to Critical Thinking,150900,Y
Cabrillo,386646,48004,33673,Active,CCC000377842,Active,PSYCH8,Introduction to Developmental Psychology,200100,Y
Cabrillo,386646,48027,33673,Active,CCC000369538,Active,PS1,Introduction to Government,220700,Y
Cabrillo,386646,48077,33673,Active,CCC000354767,Active,PHYS10,Conceptual Physics,190200,Y
Cabrillo,386646,48078,33673,Active,CCC000351540,Active,PHYS10L,Conceptual Physics Lab,190200,Y
Cabrillo,386646,48192,33673,Active,CCC000359580,Active,CS1L,Lab: Introduction to Computers and  Computer Technology,070600,Y
Cabrillo,386646,48385,33673,Active,CCC000371967,Active,MUS10,Music Appreciation,100400,Y
Cabrillo,386646,48445,33673,Active,CCC000379227,Approved,MATH15,Number Systems,170100,Y
Cabrillo,386646,48484,33673,Active,CCC000357992,Active,ASTRO8A,Observational Astronomy,191100,Y
Cabrillo,386646,48616,33673,Active,CCC000357568,Active,HS10,Personal Health,083700,Y
Cabrillo,386646,48644,33673,Active,CCC000370802,Active,GEOG1,Physical Geography,220600,Y
Cabrillo,386646,48709,33673,Active,CCC000377694,Approved,MATH4,Precalculus Algebra and Trigonometry,170100,Y
Cabrillo,386646,48747,33673,Active,CCC000347336,Active,COMM1,Public Speaking,150600,Y
Cabrillo,386646,49008,33673,Active,CCC000446054,Active,ASTRO3,Solar System Astronomy,191100,Y
Cabrillo,386646,49179,33673,Active,CCC000446055,Active,ASTRO4,"Stars, Galaxies and the Origin of the Universe",191100,Y
Cabrillo,386646,49218,33673,Active,CCC000366277,Active,AH20A,Survey of Art From Prehistoric Through Medieval Periods,100200,Y
Cabrillo,386646,49219,33673,Active,CCC000354593,Active,AH20B,Survey of Art From the Renaissance to The Present,100200,Y
Cabrillo,386646,49384,33673,Active,CCC000370094,Active,HIST17B,United States History Since 1865,220500,Y
Cabrillo,386646,49385,33673,Active,CCC000382197,Active,HIST17A,United States History to 1865,220500,Y
Cabrillo,386646,49584,33673,Active,CCC000367754,Active,HIST2B,World History From 1500 to Present,220500,Y
Cabrillo,386646,49585,33673,Active,CCC000379665,Active,HIST2A,World History to 1500,220500,Y
Cabrillo,386646,49588,33673,Active,CCC000372987,Active,GEOG4,World Regional Geography,220600,Y
Cabrillo,386646,352549,33673,Active,CCC000533676,Active,DANCE1,Dance Appreciation,100800,Y
Cabrillo,386646,361577,33673,Active,CCC000543234,Active,ENGL1BH,Honors Composition and Literature,150100,Y
Cabrillo,386646,404856,33673,Active,CCC000345586,Active,GEOL10,Physical Geology,191400,Y
Cabrillo,386646,452703,33673,Active,CCC000521251,Active,MATH12,Elementary Statistics,170100,Y
Cabrillo,386646,452704,33673,Active,CCC000521252,Active,MATH12H,Honors Elementary Statistics,170100,Y
Cabrillo,386646,454147,33673,Active,CCC000459198,Active,ENGL2H,Honors Composition and Critical Thinking,150100,Y
Cabrillo,386646,454149,33673,Active,CCC000358843,Active,ENGL2MC,Composition and Critical Thinking: Multicultural Emphasis,150100,Y
Cabrillo,386646,454150,33673,Active,CCC000459199,Active,ENGL2MCH,Honors Composition and Critical Thinking: Multicultural Emphasis ) @,150100,Y
Cabrillo,386646,454152,33673,Active,CCC000366238,Active,ENGL2,Composition and Critical Thinking,150100,Y
Cabrillo,390987,46194,06349,Draft,CCC000375288,Active,MUS24C,Advanced Jazz Improvisation,100400,Y
Cabrillo,390987,46195,06349,Draft,CCC000362375,Active,MUS9A,Advanced Jazz Theory/Beginning Jazz  Arranging,100400,Y
Cabrillo,390987,46197,06349,Draft,CCC000360053,Active,MUS26B,Advanced Jazz/Rock Guitar Techniques,100400,Y
Cabrillo,390987,46204,06349,Draft,CCC000379072,Active,MUS23,Advanced Piano,100400,Y
Cabrillo,390987,46223,06349,Draft,CCC000359005,Active,MUS17C,Advanced Voice,100400,Y
Cabrillo,390987,46273,06349,Draft,CCC000375792,Active,MUS16,"Applied Music: Winds, Strings,  Brass, Piano, Voice, and Percussion",100400,Y
Cabrillo,390987,46485,06349,Draft,CCC000361341,Active,MUS24A,Beginning Jazz Improvisation,100400,Y
Cabrillo,390987,46486,06349,Draft,CCC000372332,Active,MUS15A,Beginning Jazz and Popular Solo Voice,100400,Y
Cabrillo,390987,46487,06349,Draft,CCC000365787,Active,MUS5,Beginning Jazz/Pop Music Theory,100400,Y
Cabrillo,390987,46488,06349,Draft,CCC000371773,Active,MUS26A,Beginning Jazz/Rock Guitar Techniques,100400,Y
Cabrillo,390987,46494,06349,Draft,CCC000365771,Active,MUS51A,Class Piano I,100400,Y
Cabrillo,390987,46495,06349,Draft,CCC000353980,Active,MUS51B,Class Piano II,100400,Y
Cabrillo,390987,46496,06349,Draft,CCC000369019,Active,MUS27,Beginning Popular Guitar Techniques,100400,Y
Cabrillo,390987,46504,06349,Draft,CCC000382883,Active,MUS17A,Beginning Voice,100400,Y
Cabrillo,390987,46681,06349,Draft,CCC000348715,Active,MUS61,Cabrillo Symphonic Chorus,100400,Y
Cabrillo,390987,46683,06349,Draft,CCC000372985,Active,MUS58,Cabrillo Symphonic Orchestra,100400,Y
Cabrillo,390987,46685,06349,Draft,CCC000374281,Active,MUS62,Cabrillo Touring Chorus,100400,Y
Cabrillo,390987,46686,06349,Draft,CCC000376241,Active,MUS65,Cabrillo Women's Choir,100400,Y
Cabrillo,390987,46694,06349,Draft,CCC000350490,Active,MUS64,Cantiamo Cabrillo,100400,Y
Cabrillo,390987,46717,06349,Draft,CCC000349982,Active,MUS40,Chamber Music Ensemble,100400,Y
Cabrillo,390987,46753,06349,Draft,CCC000348587,Active,MUS36,Chorale,100400,Y
Cabrillo,390987,46761,06349,Draft,CCC000350187,Active,MUS33A,Classical Guitar I,100400,Y
Cabrillo,390987,46762,06349,Draft,CCC000375893,Active,MUS33B,Classical Guitar II,100400,Y
Cabrillo,390987,46787,06349,Draft,CCC000355903,Active,MUS49,College Symphonic Winds,100400,Y
Cabrillo,390987,46808,06349,Draft,CCC000375457,Active,MUS1,Comprehensive Music Theory I,100400,Y
Cabrillo,390987,46809,06349,Draft,CCC000363601,Active,MUS2,Comprehensive Music Theory II,100400,Y
Cabrillo,390987,46810,06349,Draft,CCC000351675,Active,MUS3,Comprehensive Music Theory III,100400,Y
Cabrillo,390987,46811,06349,Draft,CCC000377366,Active,MUS4,Comprehensive Music Theory IV,100400,Y
Cabrillo,390987,46857,06349,Draft,CCC000357847,Active,MUS77,Correlation of the Arts,100400,Y
Cabrillo,390987,47434,06349,Draft,CCC000511678,Inactive,MUS31A,Fundamental Recording Techniques I,100400,Y
Cabrillo,390987,47435,06349,Draft,CCC000511679,Inactive,MUS31B,Fundamental Recording Techniques II,100400,Y
Cabrillo,390987,47448,06349,Draft,CCC000353761,Active,MUS6,Fundamentals of Music,100400,Y
Cabrillo,390987,47537,06349,Draft,CCC000379613,Active,MUS47,Guitar Ensemble,100400,Y
Cabrillo,390987,47586,06349,Draft,CCC000459217,Inactive,MUS10M,Historical Survey of Music,100400,Y
Cabrillo,390987,47930,06349,Draft,CCC000377145,Active,MUS20,Intermediate Orchestra Instruments,100400,Y
Cabrillo,390987,47925,06349,Draft,CCC000356427,Active,MUS18JB,Intermediate Jazz Band,100400,Y
Cabrillo,390987,47926,06349,Draft,CCC000349370,Active,MUS24B,Intermediate Jazz Improvisation,100400,Y
Cabrillo,390987,47932,06349,Draft,CCC000350830,Active,MUS22A,Intermediate Piano,100400,Y
Cabrillo,390987,47942,06349,Draft,CCC000370846,Active,MUS17B,Intermediate Voice,100400,Y
Cabrillo,390987,48067,06349,Draft,CCC000355782,Active,MUS74,Introduction to Musical Theatre,100400,Y
Cabrillo,390987,48152,06349,Draft,CCC000351210,Active,MUS11A,Jazz Appreciation,100400,Y
Cabrillo,390987,48155,06349,Draft,CCC000353942,Active,MUS46,Jazz Ensemble,100400,Y
Cabrillo,390987,48157,06349,Draft,CCC000371859,Active,MUS51J,Jazz Piano Techniques,100400,Y
Cabrillo,390987,48158,06349,Draft,CCC000355203,Active,MUS50,Jazz Repertory Workshop,100400,Y
Cabrillo,390987,48159,06349,Draft,CCC000362520,Active,MUS38,Jazz Singers,100400,Y
Cabrillo,390987,48208,06349,Draft,CCC000508301,Active,MUS52LA,Latin American Drumming,100400,Y
Cabrillo,390987,48210,06349,Draft,CCC000355975,Active,MUS11LA,Latin American Music Appreciation,100400,Y
Cabrillo,390987,48385,06349,Draft,CCC000371967,Active,MUS10,Music Appreciation,100400,Y
Cabrillo,390987,48387,06349,Draft,CCC000379483,Active,MUS7,"Music Synthesis, Sampling, and  Electronic Music",100400,Y
Cabrillo,390987,48389,06349,Draft,CCC000511682,Inactive,MUS57A,Music and Computers I: Digital Audio Workstation,100400,Y
Cabrillo,390987,48390,06349,Draft,CCC000511683,Inactive,MUS57B,Music and Computers II: Electronic Music Composition,100400,Y
Cabrillo,390987,48391,06349,Draft,CCC000511684,Inactive,MUS57NS,Music and Computers III: Music Notation and Scoring,100400,Y
Cabrillo,390987,48486,06349,Draft,CCC000352663,Active,MUS67,Opera Theater Production,100400,Y
Cabrillo,390987,48487,06349,Draft,CCC000364527,Active,MUS66,Opera Workshop,100400,Y
Cabrillo,390987,48611,06349,Draft,CCC000369312,Active,MUS52,Percussion Ensemble,100400,Y
Cabrillo,390987,48653,06349,Draft,CCC000378322,Active,MUS68,Piano Ensemble,100400,Y
Cabrillo,390987,48677,06349,Draft,CCC000357368,Active,MUS28,Popular Songwriting,100400,Y
Cabrillo,390987,49217,06349,Draft,CCC000361786,Active,MUS13A,Survey of American Popular Music,100400,Y
Cabrillo,390987,49303,06349,Draft,CCC000525107,Active,MUS68CP,The Collaborative Pianist,100400,Y
Cabrillo,390987,49521,06349,Draft,CCC000350511,Active,MUS39,Westside Community Folk Song/Gospel  Choir,100400,Y
Cabrillo,390987,49587,06349,Draft,CCC000347918,Active,MUS12,World Music,100400,Y
Cabrillo,390987,352523,06349,Draft,CCC000533627,Active,MUS1M,Musicianship I,100400,Y
Cabrillo,390987,352525,06349,Draft,CCC000533628,Active,MUS2M,Musicianship II,100400,Y
Cabrillo,390987,352526,06349,Draft,CCC000533629,Active,MUS3M,Musicianship III,100400,Y
Cabrillo,390987,352527,06349,Draft,CCC000533630,Active,MUS4M,Musicianship IV,100400,Y
Cabrillo,390987,361557,06349,Draft,CCC000381530,Active,MUS75,Musical Theatre Production,100400,Y
Cabrillo,390987,362379,06349,Draft,CCC000541978,Active,MUS19AA,Begin Strings I,100400,Y
Cabrillo,390987,393559,06349,Draft,CCC000511680,Inactive,MUS31LS,Recording Techniques III Live Sound Production,100400,Y
Cabrillo,390987,393560,06349,Draft,CCC000511681,Inactive,MUS31SP,Recording Techniques IV: Studio Production,100400,Y
Cabrillo,390987,414291,06349,Draft,CCC000350623,Active,MUS18A,Beginning Wind (Band) Instruments,100400,Y
Cabrillo,390987,414302,06349,Draft,CCC000376342,Active,MUS18B,Intermediate Wind Band,100400,Y
Cabrillo,390987,414303,06349,Draft,CCC000359163,Active,MUS56,Latin American Music Ensemble,100400,Y
Cabrillo,390987,451851,06349,Draft,CCC000582090,Active,MUS31A,Fundamental Recording Techniques I,100500,Y
Cabrillo,390987,451853,06349,Draft,CCC000582089,Active,MUS31B,Fundamental Recording Techniques II,100500,Y
Cabrillo,390987,451854,06349,Draft,CCC000582088,Active,MUS31LS,Recording Techniques III Live Sound Production,100500,Y
Cabrillo,390987,451855,06349,Draft,CCC000582087,Active,MUS31SP,Recording Techniques IV: Studio Production,100500,Y
Cabrillo,390987,451857,06349,Draft,CCC000582085,Active,MUS57A,Music and Computers I: Digital Audio Workstation,100500,Y
Cabrillo,390987,451858,06349,Draft,CCC000582084,Active,MUS57B,Music and Computers II: Electronic Music Composition,100500,Y
Cabrillo,390987,451859,06349,Draft,CCC000582083,Active,MUS57NS,Music and Computers III: Music Notation and Scoring,100500,Y
Cabrillo,390892,46203,06353,Draft,CCC000459155,Inactive,AP9C,Advanced Photography,100200,Y
Cabrillo,390892,46242,06353,Draft,CCC000364612,Inactive,AP42,Alternative Photographic Processes,100200,Y
Cabrillo,390892,46464,06353,Draft,CCC000382690,Active,ART4,Beginning Design: Design and Color,100200,Y
Cabrillo,390892,46846,06353,Draft,CCC000379763,Active,AH53,Contemporary Art and Visual Culture,100200,Y
Cabrillo,390892,46850,06353,Draft,CCC000366542,Inactive,AP45,Contemporary Trends in Photography,100200,Y
Cabrillo,390892,46989,06353,Draft,CCC000446131,Active,DM3,Design in Society,061400,Y
Cabrillo,390892,47005,06353,Draft,CCC000382938,Inactive,DM4,Digital Graphics,061400,Y
Cabrillo,390892,47030,06353,Draft,CCC000358807,Active,ART2A,Drawing and Composition,100200,Y
Cabrillo,390892,47031,06353,Draft,CCC000346995,Active,ART2B,Drawing and Composition,100200,Y
Cabrillo,390892,47528,06353,Draft,CCC000364922,Active,ART27,Graphic Design,100200,Y
Cabrillo,390892,47600,06353,Draft,CCC000528096,Inactive,AP15,History of Photography,100200,Y
Cabrillo,390892,47931,06353,Draft,CCC000351171,Inactive,AP9B,Intermediate Photography,100200,Y
Cabrillo,390892,48008,06353,Draft,CCC000380764,Active,DM1,Introduction to Digital Media,061400,Y
Cabrillo,390892,48076,06353,Draft,CCC000359207,Active,JOURN20A,Introduction to Photojournalism,060200,Y
Cabrillo,390892,48233,06353,Draft,CCC000380339,Inactive,AP47,Lighting for Traditional and Digital Photography,100200,Y
Cabrillo,390892,48642,06353,Draft,CCC000371462,Inactive,DM12,Photoshop Techniques I,061400,Y
Cabrillo,390892,49218,06353,Draft,CCC000366277,Active,AH20A,Survey of Art From Prehistoric Through Medieval Periods,100200,Y
Cabrillo,390892,49219,06353,Draft,CCC000354593,Active,AH20B,Survey of Art From the Renaissance to The Present,100200,Y
Cabrillo,390892,352117,06353,Draft,CCC000533605,Inactive,AP14,Introduction to Video Art,100200,Y
Cabrillo,390892,352184,06353,Draft,CCC000533616,Inactive,AP28,Medium and Large Format Photography,100200,Y
Cabrillo,390892,361549,06353,Draft,CCC000543584,Inactive,DM34,Introduction to Video Production,061400,Y
Cabrillo,390892,375928,06353,Draft,CCC000549924,Inactive,AP35,"Photography, New Media, and Social Change",100200,Y
